Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9UUU0	Q9UUU0_YARLL	unreviewed	NUGM protein (EC 1.6.99.3)	nugm B0I71DRAFT_126141	Yarrowia lipolytica (Candida lipolytica)	281
A0A1H6PKF9	A0A1H6PKF9_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133888 YALI1_E38193g	Yarrowia lipolytica (Candida lipolytica)	282
A0A1D8NC04	A0A1D8NC04_YARLL	unreviewed	Probable electron transfer flavoprotein subunit beta	B0I71DRAFT_134491 YALI1_C28513g	Yarrowia lipolytica (Candida lipolytica)	256
A0A1H6PQP2	A0A1H6PQP2_YARLL	unreviewed	Nucleoside transporter-domain-containing protein	B0I71DRAFT_46974 YALI1_C32156g	Yarrowia lipolytica (Candida lipolytica)	401
A0A1H6PJA9	A0A1H6PJA9_YARLL	unreviewed	Putative methyltransferase-domain-containing protein	B0I71DRAFT_94970 YALI1_C10480g	Yarrowia lipolytica (Candida lipolytica)	302
A0A1D8NBR8	A0A1D8NBR8_YARLL	unreviewed	Alkyl transferase (EC 2.5.1.-)	B0I71DRAFT_131892 YALI1_C26036g	Yarrowia lipolytica (Candida lipolytica)	267
A0A1D8N6G8	A0A1D8N6G8_YARLL	unreviewed	Inorganic phosphate transporter Pho88	B0I71DRAFT_129833 YALI1_B05995g	Yarrowia lipolytica (Candida lipolytica)	192
A0A1D8NKZ8	A0A1D8NKZ8_YARLL	unreviewed	Phosphotyrosine protein phosphatase I superfamily	B0I71DRAFT_136790 YALI1_E38701g	Yarrowia lipolytica (Candida lipolytica)	156
A0A1D8NE12	A0A1D8NE12_YARLL	unreviewed	SWR1-complex protein 4	B0I71DRAFT_4291 YALI1_D12543g	Yarrowia lipolytica (Candida lipolytica)	504
A0A1D8NHP3	A0A1D8NHP3_YARLL	unreviewed	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-)	B0I71DRAFT_129252 YALI1_E11048g	Yarrowia lipolytica (Candida lipolytica)	1457
A0A1D8NM31	A0A1D8NM31_YARLL	unreviewed	BHLH domain-containing protein	B0I71DRAFT_129382 YALI1_F07747g	Yarrowia lipolytica (Candida lipolytica)	716
A0A1D8NKJ4	A0A1D8NKJ4_YARLL	unreviewed	Protein FYV10 (Protein fyv10)	B0I71DRAFT_176964 YALI1_E35478g	Yarrowia lipolytica (Candida lipolytica)	564
A0A1D8N682	A0A1D8N682_YARLL	unreviewed	Nsp1-like C-terminal region-domain-containing protein	B0I71DRAFT_101751 YALI1_B04123g	Yarrowia lipolytica (Candida lipolytica)	535
A0A1D8N7L4	A0A1D8N7L4_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_130765 YALI1_B16410g	Yarrowia lipolytica (Candida lipolytica)	563
A0A1D8NQ46	A0A1D8NQ46_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_135972 YALI1_F34083g	Yarrowia lipolytica (Candida lipolytica)	309
A0A1H6PPA4	A0A1H6PPA4_YARLL	unreviewed	Vesicular-fusion protein SEC18 (EC 3.6.4.6)	B0I71DRAFT_132092 YALI1_E34525g	Yarrowia lipolytica (Candida lipolytica)	809
A0A1D8NJB6	A0A1D8NJB6_YARLL	unreviewed	Casein kinase II subunit beta (CK II beta)	B0I71DRAFT_127751 YALI1_E24793g	Yarrowia lipolytica (Candida lipolytica)	260
A0A1D8NPA3	A0A1D8NPA3_YARLL	unreviewed	Sas10 C-terminal domain-domain-containing protein	B0I71DRAFT_132763 YALI1_F27041g	Yarrowia lipolytica (Candida lipolytica)	559
A0A1D8NBP9	A0A1D8NBP9_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_131893 YALI1_C26027g	Yarrowia lipolytica (Candida lipolytica)	121
A0A1D8NIR5	A0A1D8NIR5_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_144992 YALI1_E19620g	Yarrowia lipolytica (Candida lipolytica)	119
A0A1D8NP21	A0A1D8NP21_YARLL	unreviewed	NADP-dependent oxidoreductase domain-containing protein	B0I71DRAFT_133312 YALI1_F24773g	Yarrowia lipolytica (Candida lipolytica)	323
A0A1D8NE40	A0A1D8NE40_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_126720 YALI1_D13816g	Yarrowia lipolytica (Candida lipolytica)	916
A0A1D8N656	A0A1D8N656_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_141935 YALI1_B03225g	Yarrowia lipolytica (Candida lipolytica)	317
A0A1H6PZ82	A0A1H6PZ82_YARLL	unreviewed	Insulin-induced protein-domain-containing protein	B0I71DRAFT_132021 YALI1_A14228g	Yarrowia lipolytica (Candida lipolytica)	285
A0A1H6PI84	A0A1H6PI84_YARLL	unreviewed	Proteasome subunit beta	B0I71DRAFT_127125 YALI1_B15092g	Yarrowia lipolytica (Candida lipolytica)	219
A0A1H6PVQ0	A0A1H6PVQ0_YARLL	unreviewed	Protein SYM1	B0I71DRAFT_136996 YALI1_C32823g	Yarrowia lipolytica (Candida lipolytica)	202
A0A1D8NF32	A0A1D8NF32_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133978 YALI1_D22704g	Yarrowia lipolytica (Candida lipolytica)	397
A0A1H6PQZ0	A0A1H6PQZ0_YARLL	unreviewed	GATA-type domain-containing protein	B0I71DRAFT_131608 YALI1_F23784g	Yarrowia lipolytica (Candida lipolytica)	697
A0A1D8NDT2	A0A1D8NDT2_YARLL	unreviewed	Major facilitator superfamily domain-containing protein	B0I71DRAFT_170778 YALI1_D10768g	Yarrowia lipolytica (Candida lipolytica)	536
A0A1D8NK30	A0A1D8NK30_YARLL	unreviewed	Histone H2A	B0I71DRAFT_129905 YALI1_E31396g	Yarrowia lipolytica (Candida lipolytica)	135
A0A1H6PPI9	A0A1H6PPI9_YARLL	unreviewed	3-hydroxy-3-methylglutarate-CoA lyase (EC 4.1.3.4) (Hydroxymethylglutaryl-CoA lyase, mitochondrial)	B0I71DRAFT_131720 YALI1_B29483g	Yarrowia lipolytica (Candida lipolytica)	318
A0A1D8NJG7	A0A1D8NJG7_YARLL	unreviewed	tRNA A64-2'-O-ribosylphosphate transferase	B0I71DRAFT_127823 YALI1_E25995g	Yarrowia lipolytica (Candida lipolytica)	427
A0A1D8NLX7	A0A1D8NLX7_YARLL	unreviewed	Terpene cyclase/mutase family member (EC 5.4.99.-)	B0I71DRAFT_129326 YALI1_F06787g	Yarrowia lipolytica (Candida lipolytica)	742
A0A1D8N5L7	A0A1D8N5L7_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_136007 YALI1_A21449g	Yarrowia lipolytica (Candida lipolytica)	796
A0A1D8N543	A0A1D8N543_YARLL	unreviewed	DASH complex subunit DAD2 (Outer kinetochore protein DAD2)	B0I71DRAFT_84652 YALI1_A17123g	Yarrowia lipolytica (Candida lipolytica)	114
A0A1D8NP67	A0A1D8NP67_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133450 YALI1_F25941g	Yarrowia lipolytica (Candida lipolytica)	169
A0A1D8NPA2	A0A1D8NPA2_YARLL	unreviewed	Small GTPase superfamily	B0I71DRAFT_84797 YALI1_F26039g	Yarrowia lipolytica (Candida lipolytica)	205
A0A1H6PYW4	A0A1H6PYW4_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_127687 YALI1_F29905g	Yarrowia lipolytica (Candida lipolytica)	360
A0A1D8NN17	A0A1D8NN17_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_128458 YALI1_F16005g	Yarrowia lipolytica (Candida lipolytica)	165
A0A1D8NHU4	A0A1D8NHU4_YARLL	unreviewed	N-acetyltransferase domain-containing protein	B0I71DRAFT_130000 YALI1_E12561g	Yarrowia lipolytica (Candida lipolytica)	217
A0A1H6Q2V4	A0A1H6Q2V4_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_126408 YALI1_E02102g	Yarrowia lipolytica (Candida lipolytica)	207
A0A1D8NNJ3	A0A1D8NNJ3_YARLL	unreviewed	Selenoprotein O	B0I71DRAFT_167611 YALI1_F20426g	Yarrowia lipolytica (Candida lipolytica)	590
A0A1H6PRW4	A0A1H6PRW4_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_130382 YALI1_F13088g	Yarrowia lipolytica (Candida lipolytica)	179
A0A1D8NDA7	A0A1D8NDA7_YARLL	unreviewed	DNA polymerase alpha/epsilon subunit B-domain-containing protein	B0I71DRAFT_127960 YALI1_D06665g	Yarrowia lipolytica (Candida lipolytica)	469
A0A1D8N7Y6	A0A1D8N7Y6_YARLL	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	B0I71DRAFT_102433 YALI1_B19602g	Yarrowia lipolytica (Candida lipolytica)	1641
A0A1H6Q074	A0A1H6Q074_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_122338 YALI1_D27074g	Yarrowia lipolytica (Candida lipolytica)	226
A0A1H6PS22	A0A1H6PS22_YARLL	unreviewed	ORMDL family-domain-containing protein	B0I71DRAFT_3759 YALI1_B23440g	Yarrowia lipolytica (Candida lipolytica)	184
A0A1D8NN26	A0A1D8NN26_YARLL	unreviewed	Pseudouridine synthase	B0I71DRAFT_128461 YALI1_F16069g	Yarrowia lipolytica (Candida lipolytica)	605
Q872L3	Q872L3_YARLL	unreviewed	Triacylglycerol lipase (EC 3.1.1.3)	LIP8 YALI1_B12489g	Yarrowia lipolytica (Candida lipolytica)	371
A0A1D8NGM1	A0A1D8NGM1_YARLL	unreviewed	rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)	B0I71DRAFT_126351 YALI1_E01159g	Yarrowia lipolytica (Candida lipolytica)	317
A0A1H6PTD0	A0A1H6PTD0_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_171229 YALI1_B09132g	Yarrowia lipolytica (Candida lipolytica)	174
A0A1D8NFB8	A0A1D8NFB8_YARLL	unreviewed	DNA-directed RNA polymerase III subunit Rpc5	B0I71DRAFT_130533 YALI1_D24687g	Yarrowia lipolytica (Candida lipolytica)	266
A0A1H6Q1G9	A0A1H6Q1G9_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_126282 YALI1_F06109g	Yarrowia lipolytica (Candida lipolytica)	435
A0A1D8N720	A0A1D8N720_YARLL	unreviewed	Prefoldin subunit 3	B0I71DRAFT_127370 YALI1_B11916g	Yarrowia lipolytica (Candida lipolytica)	188
A0A1D8NDU1	A0A1D8NDU1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_131995 YALI1_D11091g	Yarrowia lipolytica (Candida lipolytica)	68
A0A1D8N9P6	A0A1D8N9P6_YARLL	unreviewed	60S ribosomal protein L34	B0I71DRAFT_131029 YALI1_C06511g	Yarrowia lipolytica (Candida lipolytica)	110
A0A1D8NPM4	A0A1D8NPM4_YARLL	unreviewed	Ras family-domain-containing protein	B0I71DRAFT_135681 YALI1_F30395g	Yarrowia lipolytica (Candida lipolytica)	254
A0A1H6Q5E8	A0A1H6Q5E8_YARLL	unreviewed	Low temperature viability protein	B0I71DRAFT_129213 YALI1_E10290g	Yarrowia lipolytica (Candida lipolytica)	491
A0A1D8N823	A0A1D8N823_YARLL	unreviewed	Cell division control protein 42 homolog (EC 3.6.5.2)	B0I71DRAFT_162657 YALI1_B20717g	Yarrowia lipolytica (Candida lipolytica)	191
A0A1D8NIE8	A0A1D8NIE8_YARLL	unreviewed	5'-AMP-activated protein kinase beta subunit, interation domain-domain-containing protein	B0I71DRAFT_126946 YALI1_E16950g	Yarrowia lipolytica (Candida lipolytica)	390
A0A1D8NPK2	A0A1D8NPK2_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_127685 YALI1_F29867g	Yarrowia lipolytica (Candida lipolytica)	337
A0A1D8NJ76	A0A1D8NJ76_YARLL	unreviewed	AMMECR1 domain-containing protein	B0I71DRAFT_136975 YALI1_E23967g	Yarrowia lipolytica (Candida lipolytica)	200
A0A1H6PNH2	A0A1H6PNH2_YARLL	unreviewed	Defective in cullin neddylation protein	B0I71DRAFT_131589 YALI1_F33594g	Yarrowia lipolytica (Candida lipolytica)	240
A0A1H6PTW1	A0A1H6PTW1_YARLL	unreviewed	Cytidine deaminase-like protein	B0I71DRAFT_137946 YALI1_E16750g	Yarrowia lipolytica (Candida lipolytica)	222
A0A1H6PWJ9	A0A1H6PWJ9_YARLL	unreviewed	RING-type domain-containing protein	B0I71DRAFT_128037 YALI1_A20453g	Yarrowia lipolytica (Candida lipolytica)	585
A0A1H6QAM8	A0A1H6QAM8_YARLL	unreviewed	Exocyst complex component SEC5	B0I71DRAFT_128060 YALI1_A19989g	Yarrowia lipolytica (Candida lipolytica)	897
A0A1D8NHE3	A0A1D8NHE3_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_168902 YALI1_E08157g	Yarrowia lipolytica (Candida lipolytica)	342
A0A1D8NFC1	A0A1D8NFC1_YARLL	unreviewed	Permease	B0I71DRAFT_29788 YALI1_D25037g	Yarrowia lipolytica (Candida lipolytica)	564
A0A1H6Q5Z1	A0A1H6Q5Z1_YARLL	unreviewed	Glycoside hydrolase superfamily	B0I71DRAFT_129772 YALI1_B05024g	Yarrowia lipolytica (Candida lipolytica)	313
A0A1D8N5T3	A0A1D8N5T3_YARLL	unreviewed	Eukaryotic membrane protein family-domain-containing protein	B0I71DRAFT_135929 YALI1_B00273g	Yarrowia lipolytica (Candida lipolytica)	579
A0A1D8NG81	A0A1D8NG81_YARLL	unreviewed	Chaperonin 10-like protein	B0I71DRAFT_136133 YALI1_D33961g	Yarrowia lipolytica (Candida lipolytica)	349
A0A1D8NFW2	A0A1D8NFW2_YARLL	unreviewed	SHNi-TPR domain-containing protein	B0I71DRAFT_134628 YALI1_D30474g	Yarrowia lipolytica (Candida lipolytica)	371
A0A1H6PIN8	A0A1H6PIN8_YARLL	unreviewed	Flavo protein-like protein	B0I71DRAFT_171227 YALI1_B09117g	Yarrowia lipolytica (Candida lipolytica)	203
A0A1H6Q4I0	A0A1H6Q4I0_YARLL	unreviewed	40S ribosomal protein S20	B0I71DRAFT_127722 YALI1_E24442g	Yarrowia lipolytica (Candida lipolytica)	117
A0A1H6PY21	A0A1H6PY21_YARLL	unreviewed	Leucine carboxyl methyltransferase 1 (EC 2.1.1.233)	B0I71DRAFT_133100 YALI1_D16009g	Yarrowia lipolytica (Candida lipolytica)	324
A0A1H6Q6R3	A0A1H6Q6R3_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_42992 YALI1_D15304g	Yarrowia lipolytica (Candida lipolytica)	274
A0A1D8NKK3	A0A1D8NKK3_YARLL	unreviewed	Putative endonuclease LCL3	B0I71DRAFT_92846 YALI1_E35677g	Yarrowia lipolytica (Candida lipolytica)	226
A0A1D8N5M8	A0A1D8N5M8_YARLL	unreviewed	WD40-repeat-containing domain protein	B0I71DRAFT_135997 YALI1_A21630g	Yarrowia lipolytica (Candida lipolytica)	493
A0A1H6PZ76	A0A1H6PZ76_YARLL	unreviewed	Ribosomal protein L1/ribosomal biogenesis protein	B0I71DRAFT_132759 YALI1_F27132g	Yarrowia lipolytica (Candida lipolytica)	277
A0A1H6PVA3	A0A1H6PVA3_YARLL	unreviewed	Protein transport protein SEC61 subunit alpha	B0I71DRAFT_127818 YALI1_E25905g	Yarrowia lipolytica (Candida lipolytica)	471
A0A1H6PSV1	A0A1H6PSV1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_16349 YALI1_F02289g	Yarrowia lipolytica (Candida lipolytica)	71
A0A1D8NLX4	A0A1D8NLX4_YARLL	unreviewed	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)	B0I71DRAFT_111627 YALI1_F06351g	Yarrowia lipolytica (Candida lipolytica)	888
A0A1H6PRT5	A0A1H6PRT5_YARLL	unreviewed	F-box domain-containing protein	B0I71DRAFT_129790 YALI1_B05313g	Yarrowia lipolytica (Candida lipolytica)	389
A0A1H6PU80	A0A1H6PU80_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133031 YALI1_D33119g	Yarrowia lipolytica (Candida lipolytica)	151
A0A1D8N856	A0A1D8N856_YARLL	unreviewed	Biogenesis of lysosome-related organelles complex-1, subunit 2	B0I71DRAFT_127450 YALI1_B22055g	Yarrowia lipolytica (Candida lipolytica)	104
A0A1D8NL16	A0A1D8NL16_YARLL	unreviewed	RNA polymerase II-binding domain-domain-containing protein	B0I71DRAFT_135104 YALI1_E39378g	Yarrowia lipolytica (Candida lipolytica)	421
A0A1D8NER7	A0A1D8NER7_YARLL	unreviewed	Globin-like protein	B0I71DRAFT_130604 YALI1_D19721g	Yarrowia lipolytica (Candida lipolytica)	463
A0A1H6Q5L1	A0A1H6Q5L1_YARLL	unreviewed	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2)	B0I71DRAFT_130577 YALI1_D23995g	Yarrowia lipolytica (Candida lipolytica)	452
A0A1D8NJL0	A0A1D8NJL0_YARLL	unreviewed	Putative tyrosine-protein phosphatase OCA1	B0I71DRAFT_132439 YALI1_E27059g	Yarrowia lipolytica (Candida lipolytica)	319
A0A1H6PID9	A0A1H6PID9_YARLL	unreviewed	2-nitropropane dioxygenase	B0I71DRAFT_127031 YALI1_B13483g	Yarrowia lipolytica (Candida lipolytica)	344
A0A1H6Q0M8	A0A1H6Q0M8_YARLL	unreviewed	Cys/Met metabolism PLP-dependent enzyme-domain-containing protein	B0I71DRAFT_136016 YALI1_F08705g	Yarrowia lipolytica (Candida lipolytica)	394
A0A1D8NPJ8	A0A1D8NPJ8_YARLL	unreviewed	Cyclin N-terminal domain-containing protein	B0I71DRAFT_127657 YALI1_F29483g	Yarrowia lipolytica (Candida lipolytica)	295
A0A1D8NIM5	A0A1D8NIM5_YARLL	unreviewed	Armadillo-type protein	B0I71DRAFT_128220 YALI1_E19508g	Yarrowia lipolytica (Candida lipolytica)	1064
A0A1H6Q428	A0A1H6Q428_YARLL	unreviewed	Major facilitator superfamily domain-containing protein	B0I71DRAFT_129798 YALI1_B05404g	Yarrowia lipolytica (Candida lipolytica)	470
A0A1H6Q5D5	A0A1H6Q5D5_YARLL	unreviewed	Fatty acid hydroxylase domain-containing protein	B0I71DRAFT_136670 YALI1_D26496g	Yarrowia lipolytica (Candida lipolytica)	376
A0A1H6PPS1	A0A1H6PPS1_YARLL	unreviewed	Major facilitator superfamily domain-containing protein	B0I71DRAFT_171559 YALI1_C05789g	Yarrowia lipolytica (Candida lipolytica)	489
A0A1D8N7E7	A0A1D8N7E7_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_127145 YALI1_B15560g	Yarrowia lipolytica (Candida lipolytica)	244
A0A1D8N7B3	A0A1D8N7B3_YARLL	unreviewed	Acyltransferase ChoActase/COT/CPT	B0I71DRAFT_127057 YALI1_B13948g	Yarrowia lipolytica (Candida lipolytica)	627
A0A1D8N886	A0A1D8N886_YARLL	unreviewed	Translocation protein SEC62	B0I71DRAFT_133700 YALI1_B22697g	Yarrowia lipolytica (Candida lipolytica)	396
A0A1H6PPD3	A0A1H6PPD3_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_128918 YALI1_E33760g	Yarrowia lipolytica (Candida lipolytica)	282
A0A1H6PX02	A0A1H6PX02_YARLL	unreviewed	Yos1-like protein	B0I71DRAFT_128357 YALI1_B06726g	Yarrowia lipolytica (Candida lipolytica)	84
A0A1H6PK44	A0A1H6PK44_YARLL	unreviewed	Emp24/gp25L/p24 family/GOLD-domain-containing protein	B0I71DRAFT_128585 YALI1_E41399g	Yarrowia lipolytica (Candida lipolytica)	200
A0A1D8N3I1	A0A1D8N3I1_YARLL	unreviewed	TRP_N domain-containing protein	B0I71DRAFT_137218 YALI1_A02728g	Yarrowia lipolytica (Candida lipolytica)	829
A0A1D8N7W3	A0A1D8N7W3_YARLL	unreviewed	60S ribosomal protein L11	B0I71DRAFT_113356 YALI1_B19897g	Yarrowia lipolytica (Candida lipolytica)	172
A0A1D8NAK6	A0A1D8NAK6_YARLL	unreviewed	VTC domain-domain-containing protein	B0I71DRAFT_136189 YALI1_C15359g	Yarrowia lipolytica (Candida lipolytica)	736
A0A1D8NKN4	A0A1D8NKN4_YARLL	unreviewed	P-loop containing nucleoside triphosphate hydrolase protein	B0I71DRAFT_127894 YALI1_E36404g	Yarrowia lipolytica (Candida lipolytica)	186
A0A1D8N7B7	A0A1D8N7B7_YARLL	unreviewed	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B)	B0I71DRAFT_172344 YALI1_B14733g	Yarrowia lipolytica (Candida lipolytica)	1427
A0A1D8N3E9	A0A1D8N3E9_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133262 YALI1_A02615g	Yarrowia lipolytica (Candida lipolytica)	750
A0A1D8N930	A0A1D8N930_YARLL	unreviewed	Amino_oxidase domain-containing protein	B0I71DRAFT_134425 YALI1_B30275g	Yarrowia lipolytica (Candida lipolytica)	439
A0A1D8N6D9	A0A1D8N6D9_YARLL	unreviewed	Serine/threonine-protein kinase CBK1	B0I71DRAFT_158009 YALI1_B05711g	Yarrowia lipolytica (Candida lipolytica)	588
A0A1D8NLF8	A0A1D8NLF8_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_132683 YALI1_F01275g	Yarrowia lipolytica (Candida lipolytica)	127
A0A1D8NGT8	A0A1D8NGT8_YARLL	unreviewed	Spindle pole body component	B0I71DRAFT_111836 YALI1_E02996g	Yarrowia lipolytica (Candida lipolytica)	629
A0A1D8N3W0	A0A1D8N3W0_YARLL	unreviewed	Peptidase S8/S53 domain-containing protein	B0I71DRAFT_133412 YALI1_A06099g	Yarrowia lipolytica (Candida lipolytica)	471
A0A1D8N8H4	A0A1D8N8H4_YARLL	unreviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	B0I71DRAFT_174005 YALI1_B24638g	Yarrowia lipolytica (Candida lipolytica)	313
A0A1D8NP43	A0A1D8NP43_YARLL	unreviewed	Glycogen [starch] synthase (EC 2.4.1.11)	B0I71DRAFT_133306 YALI1_F24667g	Yarrowia lipolytica (Candida lipolytica)	690
A0A1D8N8R3	A0A1D8N8R3_YARLL	unreviewed	D-fructose-6-phosphate amidotransferase (EC 2.6.1.16) (Hexosephosphate aminotransferase)	B0I71DRAFT_91168 YALI1_B27874g	Yarrowia lipolytica (Candida lipolytica)	694
A0A1H6PNL9	A0A1H6PNL9_YARLL	unreviewed	40S ribosomal protein S8	B0I71DRAFT_128787 YALI1_F32305g	Yarrowia lipolytica (Candida lipolytica)	198
A0A1D8N7U1	A0A1D8N7U1_YARLL	unreviewed	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	B0I71DRAFT_8711 YALI1_B18955g	Yarrowia lipolytica (Candida lipolytica)	299
A0A1H6Q7B8	A0A1H6Q7B8_YARLL	unreviewed	Squalene monooxygenase (EC 1.14.14.17)	B0I71DRAFT_134736 YALI1_E18961g	Yarrowia lipolytica (Candida lipolytica)	489
A0A1H6PZ42	A0A1H6PZ42_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_23847 YALI1_A15766g	Yarrowia lipolytica (Candida lipolytica)	123
A0A1D8NMG0	A0A1D8NMG0_YARLL	unreviewed	HIT-type domain-containing protein	B0I71DRAFT_127230 YALI1_F11308g	Yarrowia lipolytica (Candida lipolytica)	165
A0A1D8NEL9	A0A1D8NEL9_YARLL	unreviewed	FACT complex subunit	B0I71DRAFT_132216 YALI1_D17899g	Yarrowia lipolytica (Candida lipolytica)	1003
A0A1H6PW81	A0A1H6PW81_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133415 YALI1_A06149g	Yarrowia lipolytica (Candida lipolytica)	187
A0A1D8NKW7	A0A1D8NKW7_YARLL	unreviewed	ATP synthase subunit e, mitochondrial	B0I71DRAFT_133893 YALI1_E38131g	Yarrowia lipolytica (Candida lipolytica)	90
A0A1D8NFV5	A0A1D8NFV5_YARLL	unreviewed	Cation-transporting ATPase (EC 7.2.2.-)	B0I71DRAFT_129562 YALI1_D30058g	Yarrowia lipolytica (Candida lipolytica)	1458
A0A1H6PVH8	A0A1H6PVH8_YARLL	unreviewed	PKS_ER domain-containing protein	B0I71DRAFT_131181 YALI1_D02041g	Yarrowia lipolytica (Candida lipolytica)	338
A0A1H6PH44	A0A1H6PH44_YARLL	unreviewed	Complex proteins associated with Set1p component shg1-domain-containing protein	B0I71DRAFT_126651 YALI1_B27570g	Yarrowia lipolytica (Candida lipolytica)	165
A0A1H6QCH4	A0A1H6QCH4_YARLL	unreviewed	Hemolysin-III related-domain-containing protein	B0I71DRAFT_128125 YALI1_E20963g	Yarrowia lipolytica (Candida lipolytica)	333
A0A1D8NMB4	A0A1D8NMB4_YARLL	unreviewed	O-acyltransferase	B0I71DRAFT_134187 YALI1_F09747g	Yarrowia lipolytica (Candida lipolytica)	543
A0A1D8NF90	A0A1D8NF90_YARLL	unreviewed	BRCT domain-containing protein	B0I71DRAFT_130551 YALI1_D24375g	Yarrowia lipolytica (Candida lipolytica)	166
A0A1D8NQA6	A0A1D8NQA6_YARLL	unreviewed	Major facilitator superfamily domain-containing protein	B0I71DRAFT_128823 YALI1_F35690g	Yarrowia lipolytica (Candida lipolytica)	608
A0A1D8NCR5	A0A1D8NCR5_YARLL	unreviewed	Aspartic peptidase domain-containing protein	B0I71DRAFT_96979 YALI1_D01515g	Yarrowia lipolytica (Candida lipolytica)	457
A0A1D8NND5	A0A1D8NND5_YARLL	unreviewed	Checkpoint protein	B0I71DRAFT_146364 YALI1_F17549g	Yarrowia lipolytica (Candida lipolytica)	313
A0A1H6QCG3	A0A1H6QCG3_YARLL	unreviewed	Vacuolar protein sorting-associated protein 35	B0I71DRAFT_128141 YALI1_E20677g	Yarrowia lipolytica (Candida lipolytica)	848
A0A1D8N683	A0A1D8N683_YARLL	unreviewed	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	BNA1 B0I71DRAFT_101732 YALI1_B04309g	Yarrowia lipolytica (Candida lipolytica)	171
A0A1D8N9Z6	A0A1D8N9Z6_YARLL	unreviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	B0I71DRAFT_134021 YALI1_C09308g	Yarrowia lipolytica (Candida lipolytica)	368
A0A1H6PPK1	A0A1H6PPK1_YARLL	unreviewed	Class II histone deacetylase complex subunits 2 and 3-domain-containing protein	B0I71DRAFT_128946 YALI1_E33234g	Yarrowia lipolytica (Candida lipolytica)	616
A0A1H6Q8P1	A0A1H6Q8P1_YARLL	unreviewed	Phosphatase 2C-like domain-containing protein	B0I71DRAFT_34901 YALI1_D27867g	Yarrowia lipolytica (Candida lipolytica)	340
A0A1H6PZH2	A0A1H6PZH2_YARLL	unreviewed	Protein transport protein SEC24	B0I71DRAFT_23097 YALI1_F07938g	Yarrowia lipolytica (Candida lipolytica)	934
A0A1D8N7Y0	A0A1D8N7Y0_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_135282 YALI1_B19429g	Yarrowia lipolytica (Candida lipolytica)	165
A0A1D8N9V8	A0A1D8N9V8_YARLL	unreviewed	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	B0I71DRAFT_135390 YALI1_C07816g	Yarrowia lipolytica (Candida lipolytica)	563
Q8NJX0	Q8NJX0_YARLL	unreviewed	Integral peroxisomal membrane peroxin	PEX24 B0I71DRAFT_135461 YALI1_D14695g	Yarrowia lipolytica (Candida lipolytica)	550
