Entry	Gene names	Gene ontology IDs	Pathway	Keywords	Protein names
Q8WZM0	GCN5 YALI0E02772g	GO:0004402; GO:0005634		Activator;Acyltransferase;Bromodomain;Chromatin regulator;Nucleus;Reference proteome;Transcription;Transcription regulation;Transferase	Histone acetyltransferase GCN5 (EC 2.3.1.48)
Q6CAW6	GWT1 YALI0C23793g	GO:0005789; GO:0006506; GO:0016021; GO:0032216; GO:0072659	PATHWAY: Glycolipid biosynthesis; glycosylphosphatidylinositol-anchor biosynthesis.	Acyltransferase;Endoplasmic reticulum;GPI-anchor biosynthesis;Glycoprotein;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	GPI-anchored wall transfer protein 1 (EC 2.3.-.-)
P30614	PYK1 YALI0F09185g	GO:0000287; GO:0004743; GO:0005524; GO:0005737; GO:0006096; GO:0016301; GO:0030955	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 5/5.	ATP-binding;Glycolysis;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Potassium;Pyruvate;Reference proteome;Transferase	Pyruvate kinase (PK) (EC 2.7.1.40)
Q6C9M8	BNA4 YALI0D09867g	GO:0004502; GO:0005741; GO:0006569; GO:0016174; GO:0019674; GO:0019805; GO:0034354; GO:0043420; GO:0050660; GO:0070189; GO:0071949	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; quinolinate from L-kynurenine: step 1/3. {ECO:0000255|HAMAP-Rule:MF_03018}.	FAD;Flavoprotein;Membrane;Mitochondrion;Mitochondrion outer membrane;Monooxygenase;NADP;Oxidoreductase;Pyridine nucleotide biosynthesis;Reference proteome	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase)
Q6C0C4	HHT1 YALI0F25905g	GO:0000786; GO:0003677; GO:0005634; GO:0009303; GO:0046982		Acetylation;Chromosome;DNA-binding;Methylation;Nucleosome core;Nucleus;Reference proteome	Histone H3
Q6C097	HEM3 YALI0F26609g	GO:0004418; GO:0005737; GO:0006782; GO:0006783; GO:0018160	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; coproporphyrinogen-III from 5-aminolevulinate: step 2/4.	Heme biosynthesis;Porphyrin biosynthesis;Reference proteome;Transferase	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)
Q6C9T3	ALG11 YALI0D08558g	GO:0004377; GO:0005789; GO:0006487; GO:0006490; GO:0016020; GO:0016021	PATHWAY: Protein modification; protein glycosylation.	Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Alpha-1,2-mannosyltransferase ALG11) (Asparagine-linked glycosylation protein 11) (Glycolipid 2-alpha-mannosyltransferase)
Q6CF24	YAF9 YALI0B10912g	GO:0000812; GO:0005737; GO:0006281; GO:0006325; GO:0006355; GO:0035267		Activator;Chromatin regulator;Coiled coil;Cytoplasm;DNA damage;DNA repair;Nucleus;Reference proteome;Transcription;Transcription regulation	Protein AF-9 homolog
Q6C0K9	BYE1 YALI0F23815g	GO:0000122; GO:0000977; GO:0001139; GO:0005634; GO:0031440; GO:0031564; GO:0045899; GO:0046872		Metal-binding;Nucleus;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc;Zinc-finger	Transcription factor BYE1
Q6CCY2	ARX1 YALI0C05599g	GO:0005634; GO:0005737; GO:0008237; GO:0046872		Cytoplasm;Hydrolase;Metal-binding;Metalloprotease;Nucleus;Protease;Reference proteome	Probable metalloprotease ARX1 (EC 3.-.-.-) (Associated with ribosomal export complex protein 1)
O43108	PMR1 SCA1 YALI0E09471g	GO:0000139; GO:0005388; GO:0005524; GO:0005783; GO:0005886; GO:0006828; GO:0006874; GO:0008553; GO:0015410; GO:0016021; GO:0070588		ATP-binding;Calcium;Calcium transport;Golgi apparatus;Ion transport;Magnesium;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport	Calcium-transporting ATPase 1 (EC 7.2.2.10) (P-type calcium ATPase)
Q6C9E6	ATP17 YALI0_D11814g	GO:0000276; GO:0015986		ATP synthesis;CF(0);Hydrogen ion transport;Ion transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Transit peptide;Transport	ATP synthase subunit f, mitochondrial
Q6C061	ARP4 YALI0F27533g	GO:0003682; GO:0006281; GO:0006357; GO:0016514; GO:0035267; GO:0043044; GO:0043967		Activator;Chromatin regulator;DNA damage;DNA repair;Nucleus;Reference proteome;Transcription;Transcription regulation	Actin-related protein 4 (Actin-like protein ARP4) (Actin-like protein 4)
Q6C9B1	ATP5 OSCP YALI0_D12584g	GO:0000274; GO:0015986; GO:0042776; GO:0045261; GO:0046933		ATP synthesis;CF(0);Hydrogen ion transport;Ion transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Transit peptide;Transport	ATP synthase subunit 5, mitochondrial (ATP synthase chain 5) (Oligomycin sensitivity conferral protein) (OSCP)
Q36258	ATP6	GO:0005743; GO:0015078; GO:0015986; GO:0016021; GO:0045263		ATP synthesis;CF(0);Hydrogen ion transport;Ion transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	ATP synthase subunit a (F-ATPase protein 6)
Q6C0L2	COX10 YALI0F23727g	GO:0004311; GO:0005739; GO:0006783; GO:0008495; GO:0016021; GO:0031966; GO:0045333; GO:0048034		Heme biosynthesis;Membrane;Mitochondrion;Reference proteome;Transferase;Transit peptide;Transmembrane;Transmembrane helix	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)
Q6CAD2	TEL1 YALI0D03888g	GO:0000077; GO:0000723; GO:0000781; GO:0004674; GO:0005524; GO:0005634; GO:0006281; GO:0016572; GO:0106310; GO:0106311; GO:1904262		ATP-binding;Chromatin regulator;Chromosome;DNA damage;Kinase;Nucleotide-binding;Nucleus;Reference proteome;Serine/threonine-protein kinase;Telomere;Transferase	Serine/threonine-protein kinase TEL1 (EC 2.7.11.1) (ATM homolog) (DNA-damage checkpoint kinase TEL1) (Telomere length regulation protein 1)
Q6C794	ATG8 YALI0E02662g	GO:0000329; GO:0000421; GO:0005776; GO:0005829; GO:0006995; GO:0008429; GO:0015031; GO:0016236; GO:0031410		Autophagy;Cytoplasmic vesicle;Lipoprotein;Membrane;Protein transport;Reference proteome;Transport;Ubl conjugation pathway;Vacuole	Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier ATG8)
Q6CB37	BIG1 YALI0C22187g	GO:0006078; GO:0009272; GO:0030176; GO:0071555		Cell wall biogenesis/degradation;Endoplasmic reticulum;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	Protein BIG1
Q6BZW3	BTN1 YALI0F30415g	GO:0005773; GO:0005774; GO:0015809; GO:0016021; GO:0022857; GO:0051453		Amino-acid transport;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport;Vacuole	Protein BTN1
Q6CGD1	DBP4 YALI0A20328g	GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005730; GO:0006364; GO:0140603		ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Nucleus;RNA-binding;Reference proteome;Ribosome biogenesis;rRNA processing	ATP-dependent RNA helicase DBP4 (EC 3.6.4.13)
Q6CEJ6	CCR4 YALI0B15147g	GO:0000175; GO:0000289; GO:0003723; GO:0004535; GO:0005634; GO:0005737; GO:0030014; GO:0046872		Activator;Cytoplasm;Exonuclease;Hydrolase;Leucine-rich repeat;Magnesium;Metal-binding;Nuclease;Nucleus;RNA-binding;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)
Q6CHJ7	LIA1 YALI0A08129g	GO:0005634; GO:0005737; GO:0008612; GO:0016491; GO:0019135; GO:0046872	PATHWAY: Protein modification; eIF5A hypusination. {ECO:0000255|HAMAP-Rule:MF_03101}.	Cytoplasm;Hypusine biosynthesis;Iron;Metal-binding;Monooxygenase;Nucleus;Oxidoreductase;Reference proteome;Repeat	Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase)
Q6C030	DPB2 YALI0F28215g	GO:0003677; GO:0006261; GO:0008622; GO:0042276		DNA replication;DNA-binding;Nucleus;Reference proteome	DNA polymerase epsilon subunit B (DNA polymerase II subunit 2)
Q6C8F7	EFR3 YALI0D20042g	GO:0005886; GO:0072659		Reference proteome	Protein EFR3
Q6CHE9	EFM7 NNT1 YALI0A09636g	GO:0005737; GO:0016279; GO:0018013; GO:0018027; GO:0071885		Cytoplasm;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase	Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7)
O59949	TEF YALI0C09141g	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414		Cytoplasm;Elongation factor;GTP-binding;Methylation;Nucleotide-binding;Protein biosynthesis;Reference proteome	Elongation factor 1-alpha (EF-1-alpha)
Q6CFX1	BNA1 YALI0B02852g	GO:0000334; GO:0005737; GO:0006569; GO:0008198; GO:0019805; GO:0034354; GO:0043420; GO:0046874	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; quinolinate from L-kynurenine: step 3/3. {ECO:0000255|HAMAP-Rule:MF_03019}.	Cytoplasm;Dioxygenase;Iron;Metal-binding;Oxidoreductase;Pyridine nucleotide biosynthesis;Reference proteome	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)
Q6CG88	ALO1 YALI0A21263g	GO:0003885; GO:0031966; GO:0071949	PATHWAY: Cofactor biosynthesis; D-erythroascorbate biosynthesis; dehydro-D-arabinono-1,4-lactone from D-arabinose: step 2/2.	FAD;Flavoprotein;Membrane;Mitochondrion;Oxidoreductase;Reference proteome	D-arabinono-1,4-lactone oxidase (ALO) (EC 1.1.3.37) (L-galactono-gamma-lactone oxidase)
Q9Y751	ATG26 PAZ4 PDG3 UGT51 UGT51B1 PAS_chr4_0167	GO:0005975; GO:0006914; GO:0015031; GO:0016126; GO:0016906; GO:0030259; GO:0034045; GO:0102202; GO:0102203; GO:0102205		Autophagy;Cytoplasm;Glycosyltransferase;Lipid biosynthesis;Lipid metabolism;Membrane;Protein transport;Reference proteome;Repeat;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism;Transferase;Transport	Sterol 3-beta-glucosyltransferase (EC 2.4.1.173) (Autophagy-related protein 26) (Peroxisome degradation protein 3) (Pexophagy zeocin-resistant mutant protein 4) (UDP-glycosyltransferase 51)
Q6CI62	ASF1 YALI0A01375g	GO:0005634; GO:0006335; GO:0006336; GO:0006337; GO:0016573; GO:0042393		Chaperone;Nucleus;Reference proteome;Transcription;Transcription regulation	Histone chaperone ASF1 (Anti-silencing function protein 1)
Q6CBA2	CAP2 YALI0C20735g	GO:0000902; GO:0005634; GO:0008290; GO:0030036; GO:0030479; GO:0051015; GO:0051016		Actin capping;Actin-binding;Cytoplasm;Cytoskeleton;Nucleus;Reference proteome	F-actin-capping protein subunit beta
Q6C5D0	CFD1 YALI0E19074g	GO:0005524; GO:0005829; GO:0016226; GO:0046872; GO:0051536; GO:0051539		4Fe-4S;ATP-binding;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Nucleotide-binding;Reference proteome	Cytosolic Fe-S cluster assembly factor CFD1 (Cytosolic Fe-S cluster-deficient protein 1)
Q6CF49	COX23 YALI0B10274g	GO:0005758		Disulfide bond;Mitochondrion;Reference proteome;Transit peptide	Cytochrome c oxidase-assembly factor COX23, mitochondrial
Q6C703	RRI1 CSN5 YALI0E04829g	GO:0000338; GO:0004222; GO:0005737; GO:0008180; GO:0008237; GO:0019784; GO:0046872; GO:0070122		Cytoplasm;Hydrolase;Metal-binding;Metalloprotease;Nucleus;Protease;Reference proteome;Signalosome;Zinc	COP9 signalosome complex subunit 5 (EC 3.4.-.-)
Q6CGK4	CWC27 YALI0A18568g	GO:0000413; GO:0003755; GO:0005681; GO:0005737; GO:0006397; GO:0008380		Cytoplasm;Isomerase;Nucleus;Reference proteome;Rotamase;Spliceosome;mRNA processing;mRNA splicing	Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Rotamase CWC27)
Q6C6I6	PET112 YALI0E09240g	GO:0005524; GO:0005739; GO:0030956; GO:0032543; GO:0050567; GO:0070681		ATP-binding;Ligase;Mitochondrion;Nucleotide-binding;Protein biosynthesis;Reference proteome;Transit peptide	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)
P0C0R1	ERF4 YALI0E02827g	GO:0002178; GO:0006612; GO:0018230; GO:0031211; GO:0042406		Endoplasmic reticulum;Membrane;Reference proteome	Ras modification protein ERF4
Q6CE88	ERG27 YALI0B17644g	GO:0000253; GO:0005789; GO:0005811; GO:0006696	PATHWAY: Steroid biosynthesis; zymosterol biosynthesis; zymosterol from lanosterol: step 5/6.	Lipid biosynthesis;Lipid metabolism;NADP;Oxidoreductase;Reference proteome;Steroid biosynthesis	3-keto-steroid reductase (EC 1.1.1.270)
Q6C8Y7	CAF17 YALI0D15774g	GO:0005759; GO:0016226; GO:0016740		Mitochondrion;Reference proteome;Transferase;Transit peptide	Putative transferase CAF17, mitochondrial (EC 2.1.-.-)
Q6C338	ATP3 YALI0_F02893g	GO:0000275; GO:0015986; GO:0046933		3D-structure;ATP synthesis;CF(1);Hydrogen ion transport;Ion transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Transit peptide;Transport	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)
Q6C101	CDC123 YALI0F20394g	GO:0005737; GO:0007049; GO:0051301		Cell cycle;Cell division;Cytoplasm;Reference proteome	Cell division cycle protein 123
Q6C6U9	CHO2 YALI0E06061g	GO:0004608; GO:0005789; GO:0006656; GO:0016021; GO:0032259	PATHWAY: Phospholipid metabolism; phosphatidylcholine biosynthesis. {ECO:0000255|HAMAP-Rule:MF_03217}.	Endoplasmic reticulum;Lipid biosynthesis;Lipid metabolism;Membrane;Methyltransferase;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;S-adenosyl-L-methionine;Transferase;Transmembrane;Transmembrane helix	Phosphatidylethanolamine N-methyltransferase (PE methyltransferase) (PEAMT) (PEMT) (EC 2.1.1.17)
Q6C7U1	YALI0D25366g	GO:0000302; GO:0004601; GO:0020037; GO:0034599; GO:0042744; GO:0046872		Heme;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome	Putative heme-binding peroxidase (EC 1.11.1.-)
Q6C1F3	ENO YALI0F16819g	GO:0000015; GO:0000287; GO:0004634; GO:0006096; GO:0032889	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5.	Cytoplasm;Glycolysis;Lyase;Magnesium;Metal-binding;Reference proteome	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)
Q9B6D5	COX2	GO:0004129; GO:0005507; GO:0005743; GO:0016021; GO:0042773; GO:0070469		Copper;Electron transport;Magnesium;Membrane;Metal-binding;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Respiratory chain;Translocase;Transmembrane;Transmembrane helix;Transport	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)
Q6C216	GPI18 YALI0F11649g	GO:0000009; GO:0000030; GO:0004376; GO:0005789; GO:0006506; GO:0016021; GO:0031501	PATHWAY: Glycolipid biosynthesis; glycosylphosphatidylinositol-anchor biosynthesis.	Endoplasmic reticulum;GPI-anchor biosynthesis;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Glycosylphosphatidylinositol-anchor biosynthesis protein 18)
P41943	GPR1 YALI0C23617g	GO:0005886; GO:0015123; GO:0016021		Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix	Glyoxylate pathway regulator
F2Z678	ADH2 YALI0E17787g	GO:0004022; GO:0005737; GO:0008270		Metal-binding;NAD;Oxidoreductase;Reference proteome;Zinc	Alcohol dehydrogenase 2 (EC 1.1.1.1)
Q6C749	AIM24 YALI0E03784g	GO:0007007; GO:0031305		Mitochondrion;Reference proteome;Transit peptide	Altered inheritance of mitochondria protein 24, mitochondrial
Q6CFV3	ASA1 YALI0B03388g	GO:0005634; GO:0006325		Chromatin regulator;Nucleus;Reference proteome;Repeat;WD repeat	ASTRA-associated protein 1
Q6C4Q6	ATG5 YALI0E24519g	GO:0000045; GO:0000422; GO:0006501; GO:0006995; GO:0015031; GO:0034045; GO:0034274; GO:0044804		Autophagy;Isopeptide bond;Membrane;Protein transport;Reference proteome;Transport;Ubl conjugation	Autophagy protein 5
Q6C0U0	VRG4 YALI0F21791g	GO:0000139; GO:0005458; GO:0005789; GO:0005794; GO:0008643; GO:0015297; GO:0016021; GO:0030659		Cytoplasmic vesicle;Endoplasmic reticulum;Golgi apparatus;Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport	GDP-mannose transporter (GMT)
Q6C4H1	YALI0E26851g	GO:0001732; GO:0003743; GO:0006413; GO:0008237; GO:0016282; GO:0031369; GO:0033290; GO:0070122; GO:0071541		Cytoplasm;Initiation factor;Protein biosynthesis;Reference proteome	Eukaryotic translation initiation factor 3 subunit F (eIF3f)
Q6CB51	YALI0C21890g	GO:0001732; GO:0002183; GO:0003743; GO:0005852; GO:0016282; GO:0033290; GO:0071541		Cytoplasm;Initiation factor;Protein biosynthesis;Reference proteome	Eukaryotic translation initiation factor 3 subunit M (eIF3m)
Q6CF41	FPR1 YALI0B10450g	GO:0000413; GO:0003755; GO:0005737; GO:0061077		Cytoplasm;Isomerase;Reference proteome;Rotamase	FK506-binding protein 1 (FKBP) (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rapamycin-binding protein)
Q6C2X0	PKAR YALI0F04422g	GO:0001932; GO:0005634; GO:0005952; GO:0008603; GO:0010738; GO:0030552; GO:0043949		Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;cAMP;cAMP-binding	cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit)
Q9HFD0	MTP3 YALI0C18475g	GO:0005507		Copper;Metal-binding;Metal-thiolate cluster;Reference proteome	Metallothionein-3 (MT-3) (MTPIII) (Metallothionein-III) (MT-III)
O93958	MATA2	GO:0003677; GO:0005634		Activator;DNA-binding;Nucleus;Transcription;Transcription regulation	Mating-type protein A2 (MATA2 transcription factor)
Q6C2Y6	MCA1 YALI0F04059g	GO:0006915; GO:0008234		Apoptosis;Hydrolase;Protease;Reference proteome;Thiol protease;Zymogen	Metacaspase-1 (EC 3.4.22.-)
Q6C2F4	NOP14 YALI0F08371g	GO:0005730; GO:0030490; GO:0030515; GO:0030692; GO:0032040; GO:0042274		Nucleus;Reference proteome;Ribosome biogenesis;rRNA processing	Probable nucleolar complex protein 14
Q6C6V8	MGM101 YALI0E05863g	GO:0000002; GO:0000262; GO:0000725; GO:0003677; GO:0003697; GO:0036297; GO:0042645		DNA damage;DNA repair;DNA-binding;Mitochondrion;Mitochondrion nucleoid;Reference proteome;Transit peptide	Mitochondrial genome maintenance protein MGM101
Q9B6E8	ND1	GO:0005743; GO:0008137; GO:0009060; GO:0016021; GO:0070469		3D-structure;Electron transport;Membrane;Mitochondrion;Mitochondrion inner membrane;NAD;Reference proteome;Respiratory chain;Translocase;Transmembrane;Transmembrane helix;Transport;Ubiquinone	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)
Q6CHP1	YALI0A06787g	GO:0005783; GO:0005789; GO:0016021; GO:0030497; GO:0045703; GO:0102339; GO:0102340; GO:0102341; GO:0102342	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000250|UniProtKB:P38286}.	Endoplasmic reticulum;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Membrane;NADP;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase)
Q6C265	SRB6 MED22 YALI0F10483g	GO:0003712; GO:0006357; GO:0016592		Activator;Nucleus;Reference proteome;Transcription;Transcription regulation	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22)
Q6C6D6	ROX3 MED19 YALI0E10351g	GO:0003712; GO:0006357; GO:0016592; GO:0070847		Activator;Nucleus;Reference proteome;Transcription;Transcription regulation	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)
Q6CAU9	SOH1 MED31 YALI0C24167g	GO:0003712; GO:0006357; GO:0016592; GO:0070847		Activator;Nucleus;Reference proteome;Transcription;Transcription regulation	Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31)
Q6BZT5	CLP1 YALI0F31031g	GO:0005524; GO:0005634; GO:0005849; GO:0006378; GO:0006388; GO:0006396; GO:0051731		ATP-binding;Nucleotide-binding;Nucleus;Reference proteome;mRNA processing	mRNA cleavage and polyadenylation factor CLP1
Q6C7S6	DTD1 YALI0D25718g	GO:0000049; GO:0005737; GO:0006399; GO:0051500		Cytoplasm;Hydrolase;RNA-binding;Reference proteome;tRNA-binding	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (Gly-tRNA(Ala) deacylase)
Q6C186	CLF1 YALI0F18392g	GO:0000245; GO:0000398; GO:0000974; GO:0071007; GO:0071014		Nucleus;Reference proteome;Repeat;Spliceosome;mRNA processing;mRNA splicing	Pre-mRNA-splicing factor CLF1
Q6C4Y5	DOT1 YALI0E22715g	GO:0000077; GO:0000781; GO:0005634; GO:0006281; GO:0006348; GO:0031151; GO:0031493; GO:2000677		Chromatin regulator;Methyltransferase;Nucleus;Reference proteome;Repeat;S-adenosyl-L-methionine;Transcription;Transcription regulation;Transferase	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase) (H3-K79-HMTase)
Q6C9P3	DBP3 YALI0D09449g	GO:0003723; GO:0003724; GO:0005524; GO:0005730; GO:0006364; GO:0140603		ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Nucleus;RNA-binding;Reference proteome;Ribosome biogenesis;rRNA processing	ATP-dependent RNA helicase DBP3 (EC 3.6.4.13)
Q6CEV5	EPL1 YALI0B12584g	GO:0006281; GO:0006357; GO:0007049; GO:0016573; GO:0032777		Cell cycle;DNA damage;DNA repair;Nucleus;Reference proteome;Transcription;Transcription regulation	Enhancer of polycomb-like protein 1
Q6C710	ESA1 YALI0E04675g	GO:0003712; GO:0004402; GO:0005634; GO:0042393; GO:0045892; GO:0045944		Acetylation;Activator;Chromatin regulator;Nucleus;Reference proteome;Transcription;Transcription regulation;Transferase	Histone acetyltransferase ESA1 (EC 2.3.1.48)
Q6C4C9	FPR3 YALI0E27808g	GO:0003755; GO:0005730		Isomerase;Nucleus;Reference proteome;Rotamase	FK506-binding protein 3 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)
Q9Y753	SQS1 YALI0A10076g	GO:0004310; GO:0005789; GO:0006696; GO:0008299; GO:0016021; GO:0045338; GO:0051996	PATHWAY: Terpene metabolism; lanosterol biosynthesis; lanosterol from farnesyl diphosphate: step 1/3.	Endoplasmic reticulum;Isoprene biosynthesis;Lipid biosynthesis;Lipid metabolism;Magnesium;Membrane;Multifunctional enzyme;NADP;Reference proteome;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism;Transferase;Transmembrane;Transmembrane helix	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)
Q6CAP3	IML1 YALI0D01067g	GO:0005096; GO:0010506; GO:0032007; GO:0034198; GO:0035556; GO:0097042; GO:1990130		Membrane;Reference proteome;Vacuole	Vacuolar membrane-associated protein IML1
Q6BZZ6	IML2 YALI0F29491g	GO:0005634; GO:0005737		Cytoplasm;Nucleus;Phosphoprotein;Reference proteome	Inclusion body clearance protein IML2
Q6C673	ISN1 YALI0E11913g	GO:0000287; GO:0006190; GO:0009117; GO:0050483; GO:0071590; GO:0071592		Hydrolase;Magnesium;Nucleotide metabolism;Reference proteome	IMP-specific 5'-nucleotidase 1 (EC 3.1.3.99)
Q6C953	IPI3 YALI0D13948g	GO:0005656; GO:0006364; GO:0030174; GO:0097344		Nucleus;Reference proteome;Repeat;Ribosome biogenesis;WD repeat;rRNA processing	Pre-rRNA-processing protein IPI3
Q6C9G8	MCR1 YALI0D11330g	GO:0004128; GO:0005741; GO:0006696; GO:0016021		FAD;Flavoprotein;Membrane;Mitochondrion;Mitochondrion outer membrane;NAD;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix	NADH-cytochrome b5 reductase 2 (EC 1.6.2.2) (Mitochondrial cytochrome b reductase)
P41929	LYC1 YALI0E05533g	GO:0004468; GO:0019473	PATHWAY: Amino-acid degradation; L-lysine degradation via acetylation pathway; glutarate from L-lysine: step 1/6.	Acyltransferase;Reference proteome;Transferase	Lysine acetyltransferase (LAT) (EC 2.3.1.32) (Lysine N(6)-acetyltransferase)
Q6C060	MIC60 YALI0F27555g	GO:0042407; GO:0061617		Coiled coil;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix	MICOS complex subunit MIC60 (Mitofilin)
Q6CFQ0	ISU1 YALI0B04928g	GO:0005737; GO:0005759; GO:0006879; GO:0008198; GO:0016226; GO:0051537; GO:0051539	PATHWAY: Cofactor biosynthesis; iron-sulfur cluster biosynthesis. {ECO:0000250|UniProtKB:Q03020}.	2Fe-2S;Iron;Iron-sulfur;Metal-binding;Mitochondrion;Reference proteome;Transit peptide	Iron sulfur cluster assembly protein 1, mitochondrial (Iron sulfur cluster scaffold protein 1)
Q6CFJ0	FIS1 YALI0B06556g	GO:0000266; GO:0000422; GO:0005779; GO:0016559; GO:0031307; GO:0043653		Membrane;Mitochondrion;Mitochondrion outer membrane;Reference proteome;Repeat;TPR repeat;Transmembrane;Transmembrane helix	Mitochondrial fission 1 protein
Q6C8A3	LIG4 YALI0D21384g	GO:0003677; GO:0003910; GO:0005524; GO:0006260; GO:0006297; GO:0006303; GO:0006310; GO:0032807; GO:0046872; GO:0051103; GO:0071897		ATP-binding;DNA damage;DNA recombination;DNA repair;DNA replication;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Nucleus;Reference proteome;Repeat	DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)
